date,lot_id,supplier_id,qty_received,samples_inspected,defects_found,critical,major,minor,accept_reject,ppm_incoming,ctq_measure_mean,ctq_measure_std
2024-10-29,L18201402,S4428,3084,20,0,0,0,0,ACCEPT,0.0,4.9746,0.0169
2024-10-29,L12072825,S2713,2017,16,0,0,0,0,ACCEPT,0.0,4.9629,0.0176
2024-10-29,L86392980,S2713,2150,16,0,0,0,0,ACCEPT,0.0,5.0725,0.0533
2024-10-29,L82946534,S1175,200,8,0,0,0,0,ACCEPT,0.0,4.9808,0.0338
2024-10-29,L92810489,S5002,597,12,0,0,0,0,ACCEPT,0.0,5.0092,0.0358
2024-10-29,L41052841,S2713,268,8,0,0,0,0,ACCEPT,0.0,5.0966,0.0601
2024-10-29,L68486084,S2713,5000,25,0,0,0,0,ACCEPT,0.0,4.9834,0.0317
2024-10-29,L18756042,S4428,380,8,0,0,0,0,ACCEPT,0.0,5.0566,0.0257
2024-10-29,L94091089,S2713,701,8,0,0,0,0,ACCEPT,0.0,4.9423,0.0316
2024-10-29,L37681960,S1175,5000,30,0,0,0,0,ACCEPT,0.0,4.9261,0.0432
2024-10-29,L19296425,S5002,1571,20,0,0,0,0,ACCEPT,0.0,4.9869,0.0164
2024-10-29,L25871320,S2713,5000,25,1,1,0,0,REJECT,200.0,5.0201,0.0267
2024-10-29,L04841484,S3320,613,8,0,0,0,0,ACCEPT,0.0,4.9758,0.0429
2024-10-29,L87660825,S2713,200,8,0,0,0,0,ACCEPT,0.0,5.0646,0.0456
2024-10-29,L02812551,S1175,4064,25,0,0,0,0,ACCEPT,0.0,5.052,0.0512
2024-10-29,L90358532,S3320,1769,12,0,0,0,0,ACCEPT,0.0,5.0382,0.0145
2024-10-29,L33582920,S1175,822,8,0,0,0,0,ACCEPT,0.0,4.9396,0.0376
2024-10-29,L80774789,S7142,474,12,0,0,0,0,ACCEPT,0.0,4.9612,0.0429
2024-10-29,L82282199,S6577,2756,16,0,0,0,0,ACCEPT,0.0,5.05,0.0463
2024-10-29,L94206271,S4428,914,12,1,0,0,1,REJECT,1094.09,4.9562,0.0198
2024-10-29,L90301664,S4428,1884,12,0,0,0,0,ACCEPT,0.0,4.996,0.0303
2024-10-29,L44915333,S7142,1007,16,0,0,0,0,ACCEPT,0.0,5.0105,0.0605
2024-10-29,L07461611,S1175,834,8,0,0,0,0,ACCEPT,0.0,5.0561,0.0521
2024-10-29,L38008601,S7142,2012,20,0,0,0,0,ACCEPT,0.0,4.9915,0.0219
2024-10-29,L41456362,S5002,4563,35,0,0,0,0,ACCEPT,0.0,5.0131,0.0234
2024-10-29,L08272955,S2713,3339,20,0,0,0,0,ACCEPT,0.0,4.9992,0.0413
2024-10-29,L43855287,S7142,538,14,0,0,0,0,ACCEPT,0.0,4.9521,0.049
2024-10-29,L82231360,S5002,247,8,0,0,0,0,ACCEPT,0.0,5.005,0.0303
2024-10-29,L13283403,S1175,1446,12,0,0,0,0,ACCEPT,0.0,4.9939,0.0429
2024-10-29,L08026839,S1175,200,8,0,0,0,0,ACCEPT,0.0,5.0244,0.015
2024-10-29,L48420663,S5002,1313,16,0,0,0,0,ACCEPT,0.0,5.0234,0.039
2024-10-29,L23186660,S4428,1094,12,0,0,0,0,ACCEPT,0.0,5.0113,0.0351
2024-10-29,L59473259,S4428,2627,20,0,0,0,0,ACCEPT,0.0,4.9815,0.0587
2024-10-29,L79437695,S4428,1907,20,0,0,0,0,ACCEPT,0.0,4.9475,0.0177
2024-10-29,L76785265,S1175,1862,16,0,0,0,0,ACCEPT,0.0,5.0425,0.0381
2024-10-29,L95986083,S4428,1667,16,0,0,0,0,ACCEPT,0.0,4.9374,0.0396
2024-10-29,L35598079,S4428,923,12,0,0,0,0,ACCEPT,0.0,4.992,0.0275
2024-10-29,L37196546,S1175,1316,16,0,0,0,0,ACCEPT,0.0,4.9725,0.0327
2024-10-29,L46719497,S2713,2028,16,0,0,0,0,ACCEPT,0.0,5.0582,0.0413
2024-10-29,L34977931,S3320,1410,8,0,0,0,0,ACCEPT,0.0,5.0292,0.0211
2024-10-29,L44116783,S4428,808,12,0,0,0,0,ACCEPT,0.0,5.0682,0.0314
2024-10-29,L86700520,S5002,2516,30,1,0,0,1,REJECT,397.46,5.0885,0.0366
2024-10-29,L71642998,S1175,1803,16,0,0,0,0,ACCEPT,0.0,4.9721,0.0577
2024-10-29,L38985483,S6577,945,12,12,0,0,12,REJECT,12698.41,5.0083,0.0206
2024-10-29,L50357519,S1175,681,12,0,0,0,0,ACCEPT,0.0,4.9727,0.0281
2024-10-29,L35992647,S1175,724,8,0,0,0,0,ACCEPT,0.0,4.9656,0.0309
2024-10-29,L34578482,S4428,485,8,0,0,0,0,ACCEPT,0.0,5.0807,0.0324
2024-10-29,L41255261,S1175,890,16,0,0,0,0,ACCEPT,0.0,5.053,0.0418
2024-10-29,L38075160,S6577,2203,16,0,0,0,0,ACCEPT,0.0,5.0117,0.0331
2024-10-29,L02192246,S4428,200,8,0,0,0,0,ACCEPT,0.0,5.012,0.0496
2024-10-29,L87279323,S7142,741,16,0,0,0,0,ACCEPT,0.0,5.0938,0.0241
2024-10-29,L53350398,S3320,200,8,0,0,0,0,ACCEPT,0.0,5.0604,0.0321
2024-10-29,L76102620,S5002,485,8,0,0,0,0,ACCEPT,0.0,4.9131,0.0387
2024-10-29,L29718677,S4428,1144,16,0,0,0,0,ACCEPT,0.0,4.9734,0.0545
2024-10-29,L02587885,S4428,2999,20,0,0,0,0,ACCEPT,0.0,4.9698,0.0441
2024-10-29,L71319531,S4428,2071,16,0,0,0,0,ACCEPT,0.0,4.9698,0.0164
2024-10-29,L04540297,S3320,200,8,0,0,0,0,ACCEPT,0.0,4.9623,0.0372
2024-10-29,L55490750,S4428,2507,20,0,0,0,0,ACCEPT,0.0,5.0156,0.0445
2024-10-29,L71650069,S6577,200,8,0,0,0,0,ACCEPT,0.0,4.986,0.0382
2024-10-29,L28034872,S1175,621,8,0,0,0,0,ACCEPT,0.0,4.9955,0.0176
2024-10-29,L23464820,S2713,476,12,0,0,0,0,ACCEPT,0.0,4.9922,0.0615
2024-10-29,L49198251,S4428,492,8,0,0,0,0,ACCEPT,0.0,5.0722,0.0176
2024-10-29,L54081675,S2713,1535,16,0,0,0,0,ACCEPT,0.0,4.9956,0.0298
2024-10-29,L43530581,S4428,2167,25,1,0,0,1,REJECT,461.47,5.0156,0.0303
2024-10-29,L70465604,S4428,2945,20,1,0,1,0,REJECT,339.56,4.966,0.0297
2024-10-29,L35924529,S5002,5000,35,0,0,0,0,ACCEPT,0.0,4.928,0.028
2024-10-29,L47127571,S3320,896,8,0,0,0,0,ACCEPT,0.0,4.9586,0.0617
2024-10-29,L49045465,S4428,200,8,0,0,0,0,ACCEPT,0.0,5.0054,0.0287
2024-10-29,L73273223,S6577,249,8,0,0,0,0,ACCEPT,0.0,4.9879,0.035
2024-10-29,L31909541,S5002,1523,20,1,0,1,0,REJECT,656.6,5.0039,0.0373
2024-10-29,L52064749,S7142,2280,25,0,0,0,0,ACCEPT,0.0,5.0558,0.0393
2024-10-29,L65285356,S3320,2287,16,0,0,0,0,ACCEPT,0.0,4.9747,0.0294
2024-10-29,L93921267,S3320,205,8,0,0,0,0,ACCEPT,0.0,4.9712,0.0338
2024-10-29,L28829271,S5002,563,12,0,0,0,0,ACCEPT,0.0,4.9567,0.0399
2024-10-29,L04629172,S3320,2575,16,0,0,0,0,ACCEPT,0.0,5.0929,0.0356
2024-10-29,L66865567,S7142,5000,35,1,0,0,1,REJECT,200.0,5.0202,0.0255
2024-10-29,L93440301,S4428,2193,18,0,0,0,0,ACCEPT,0.0,4.9371,0.0472
2024-10-29,L50470319,S6577,431,8,0,0,0,0,ACCEPT,0.0,5.066,0.035
2024-10-29,L60377545,S3320,245,8,0,0,0,0,ACCEPT,0.0,4.9755,0.0367
2024-10-29,L49685362,S7142,1060,16,0,0,0,0,ACCEPT,0.0,5.0533,0.032
2024-10-29,L66194739,S4428,561,8,0,0,0,0,ACCEPT,0.0,4.9756,0.0553
2024-10-29,L36114614,S1175,5000,25,0,0,0,0,ACCEPT,0.0,5.1076,0.018
2024-10-29,L13962976,S7142,5000,35,0,0,0,0,ACCEPT,0.0,4.9704,0.0509
2024-10-29,L04273813,S7142,2036,25,0,0,0,0,ACCEPT,0.0,5.0228,0.0305
2024-10-29,L88619546,S5002,469,8,0,0,0,0,ACCEPT,0.0,4.9413,0.0454
2024-10-29,L29369663,S1175,1400,14,0,0,0,0,ACCEPT,0.0,4.9603,0.0151
2024-10-29,L08438696,S4428,821,14,0,0,0,0,ACCEPT,0.0,4.9551,0.0377
2024-10-29,L16369604,S4428,730,10,0,0,0,0,ACCEPT,0.0,5.0328,0.0505
2024-10-29,L18089661,S2713,5000,25,0,0,0,0,ACCEPT,0.0,4.9351,0.0347
2024-10-29,L64826114,S1175,619,12,0,0,0,0,ACCEPT,0.0,5.026,0.0299
2024-10-29,L83812825,S5002,200,8,0,0,0,0,ACCEPT,0.0,5.0232,0.0333
2024-10-29,L68803513,S2713,200,8,0,0,0,0,ACCEPT,0.0,4.9835,0.0335
2024-10-29,L56848398,S2713,2772,20,0,0,0,0,ACCEPT,0.0,5.0584,0.0449
2024-10-29,L99554904,S1175,765,12,0,0,0,0,ACCEPT,0.0,5.0395,0.0344
2024-10-29,L00344308,S1175,1729,16,0,0,0,0,ACCEPT,0.0,4.8928,0.0376
2024-10-29,L15764503,S1175,344,8,0,0,0,0,ACCEPT,0.0,5.0343,0.0282
2024-10-29,L23003344,S7142,1965,20,0,0,0,0,ACCEPT,0.0,4.919,0.0294
2024-10-29,L93281587,S1175,200,8,0,0,0,0,ACCEPT,0.0,5.0012,0.0379
2024-10-29,L21369344,S3320,539,8,0,0,0,0,ACCEPT,0.0,4.9958,0.0088
2024-10-29,L87158142,S7142,1375,20,0,0,0,0,ACCEPT,0.0,5.0441,0.0425
2024-10-29,L08840704,S7142,1767,25,0,0,0,0,ACCEPT,0.0,4.9932,0.0377
2024-10-29,L77305075,S5002,211,8,0,0,0,0,ACCEPT,0.0,5.0093,0.0424
2024-10-29,L60298295,S1175,5000,30,0,0,0,0,ACCEPT,0.0,5.0769,0.0334
2024-10-29,L20081423,S6577,1602,14,0,0,0,0,ACCEPT,0.0,5.0592,0.0664
2024-10-30,L47809262,S2713,3610,20,0,0,0,0,ACCEPT,0.0,5.0089,0.0231
2024-10-30,L47008311,S1175,2232,16,0,0,0,0,ACCEPT,0.0,5.0167,0.0414
2024-10-30,L62835457,S4428,662,12,1,0,1,0,REJECT,1510.57,4.9313,0.0506
2024-10-30,L10037869,S4428,1332,14,0,0,0,0,ACCEPT,0.0,5.0016,0.0251
2024-10-30,L28100987,S2713,365,10,0,0,0,0,ACCEPT,0.0,5.0447,0.0453
2024-10-30,L98615234,S1175,5000,30,1,0,1,0,REJECT,200.0,4.9609,0.0412
2024-10-30,L42883715,S1175,523,8,0,0,0,0,ACCEPT,0.0,4.9763,0.0225
2024-10-30,L03105747,S2713,2794,20,0,0,0,0,ACCEPT,0.0,5.0291,0.053
2024-10-30,L93803530,S2713,970,12,0,0,0,0,ACCEPT,0.0,5.0724,0.0245
2024-10-30,L09938167,S1175,1138,16,0,0,0,0,ACCEPT,0.0,5.0027,0.0372
2024-10-30,L09869744,S6577,1085,12,0,0,0,0,ACCEPT,0.0,4.9414,0.0462
2024-10-30,L73480708,S1175,3542,25,0,0,0,0,ACCEPT,0.0,5.0074,0.0344
2024-10-30,L85368138,S7142,5000,35,0,0,0,0,ACCEPT,0.0,4.9638,0.0111
2024-10-30,L00263792,S3320,1243,12,0,0,0,0,ACCEPT,0.0,4.9621,0.0396
2024-10-30,L44549087,S3320,688,12,0,0,0,0,ACCEPT,0.0,4.9748,0.0231
2024-10-30,L81092493,S1175,200,8,0,0,0,0,ACCEPT,0.0,5.0597,0.0403
2024-10-30,L28580882,S4428,1241,12,0,0,0,0,ACCEPT,0.0,5.0464,0.0476
2024-10-30,L77402958,S1175,944,14,0,0,0,0,ACCEPT,0.0,5.0166,0.0325
2024-10-30,L09709407,S2713,1718,16,0,0,0,0,ACCEPT,0.0,5.0884,0.0502
2024-10-30,L99262988,S6577,1176,12,0,0,0,0,ACCEPT,0.0,4.9641,0.0395
2024-10-30,L93230223,S7142,5000,35,0,0,0,0,ACCEPT,0.0,4.9155,0.0536
2024-10-30,L24280201,S4428,1010,14,0,0,0,0,ACCEPT,0.0,4.9259,0.0294
2024-10-30,L50244903,S2713,4995,30,0,0,0,0,ACCEPT,0.0,5.0475,0.0412
2024-10-30,L01795788,S1175,428,8,1,0,0,1,REJECT,2336.45,5.0052,0.0338
2024-10-30,L86014341,S2713,373,8,0,0,0,0,ACCEPT,0.0,5.0125,0.0465
2024-10-30,L58109761,S4428,2004,14,1,0,0,1,REJECT,499.0,4.9963,0.0188
2024-10-30,L17386694,S3320,2683,16,0,0,0,0,ACCEPT,0.0,4.9233,0.0317
2024-10-30,L69694392,S4428,2024,16,0,0,0,0,ACCEPT,0.0,5.0306,0.0326
2024-10-30,L49196890,S4428,1849,16,0,0,0,0,ACCEPT,0.0,4.9937,0.0541
2024-10-30,L07370363,S2713,4737,25,0,0,0,0,ACCEPT,0.0,4.9679,0.0456
2024-10-30,L28231599,S4428,452,8,0,0,0,0,ACCEPT,0.0,4.9207,0.039
2024-10-30,L74274981,S4428,974,14,0,0,0,0,ACCEPT,0.0,4.97,0.0332
2024-10-30,L95183462,S3320,5000,20,1,0,0,1,REJECT,200.0,5.0108,0.0376
2024-10-30,L95726345,S7142,1467,20,0,0,0,0,ACCEPT,0.0,5.0684,0.0334
2024-10-30,L54472124,S1175,1556,12,0,0,0,0,ACCEPT,0.0,4.9924,0.0475
2024-10-30,L65564147,S5002,1707,20,0,0,0,0,ACCEPT,0.0,4.934,0.0215
2024-10-30,L22290081,S1175,1216,12,0,0,0,0,ACCEPT,0.0,5.0814,0.0382
2024-10-30,L75324872,S3320,200,8,0,0,0,0,ACCEPT,0.0,4.974,0.023
2024-10-30,L56401818,S4428,605,8,0,0,0,0,ACCEPT,0.0,4.9671,0.0236
2024-10-30,L08949306,S2713,5000,30,0,0,0,0,ACCEPT,0.0,4.9607,0.0397
2024-10-30,L10180362,S2713,412,8,0,0,0,0,ACCEPT,0.0,4.9087,0.0332
2024-10-30,L16990824,S4428,778,12,0,0,0,0,ACCEPT,0.0,4.9698,0.0438
2024-10-30,L79782575,S4428,3681,25,0,0,0,0,ACCEPT,0.0,4.9681,0.0343
2024-10-30,L48330870,S4428,1530,14,0,0,0,0,ACCEPT,0.0,5.0353,0.0202
2024-10-30,L21924189,S5002,917,16,0,0,0,0,ACCEPT,0.0,5.0805,0.0336
2024-10-30,L61772927,S5002,1514,20,0,0,0,0,ACCEPT,0.0,5.0598,0.0191
2024-10-30,L67018365,S2713,1531,8,0,0,0,0,ACCEPT,0.0,5.0191,0.0294
2024-10-30,L78134840,S4428,1247,16,0,0,0,0,ACCEPT,0.0,5.0211,0.0261
2024-10-30,L03033095,S7142,815,12,0,0,0,0,ACCEPT,0.0,4.9932,0.0269
2024-10-30,L69550881,S2713,1589,16,0,0,0,0,ACCEPT,0.0,4.9181,0.0455
2024-10-30,L40423365,S1175,605,12,0,0,0,0,ACCEPT,0.0,5.0187,0.0337
2024-10-30,L44469985,S3320,5000,20,0,0,0,0,ACCEPT,0.0,5.0882,0.0357
2024-10-30,L88863651,S2713,607,12,0,0,0,0,ACCEPT,0.0,5.0656,0.0407
2024-10-30,L97307148,S6577,2502,20,0,0,0,0,ACCEPT,0.0,4.9903,0.0564
2024-10-30,L17523168,S7142,200,8,1,0,0,1,REJECT,5000.0,4.9502,0.0157
2024-10-30,L91276831,S4428,2593,20,0,0,0,0,ACCEPT,0.0,5.0017,0.0348
2024-10-30,L98814338,S7142,4878,35,0,0,0,0,ACCEPT,0.0,4.9746,0.0513
2024-10-30,L59567014,S2713,1727,16,0,0,0,0,ACCEPT,0.0,5.0112,0.0256
2024-10-30,L37247073,S4428,2904,20,0,0,0,0,ACCEPT,0.0,4.9713,0.0571
2024-10-30,L29602827,S5002,200,8,0,0,0,0,ACCEPT,0.0,5.0253,0.0421
2024-10-30,L20941604,S7142,200,8,0,0,0,0,ACCEPT,0.0,5.0656,0.0415
2024-10-30,L66261596,S2713,665,8,0,0,0,0,ACCEPT,0.0,5.0022,0.0473
2024-10-30,L13066773,S7142,1553,20,0,0,0,0,ACCEPT,0.0,5.0062,0.0541
2024-10-30,L49290521,S3320,5000,20,0,0,0,0,ACCEPT,0.0,4.9958,0.0449
2024-10-30,L74428792,S4428,755,12,0,0,0,0,ACCEPT,0.0,5.0112,0.0457
2024-10-30,L89380640,S2713,5000,30,0,0,0,0,ACCEPT,0.0,5.0354,0.0161
2024-10-30,L98690990,S6577,1661,14,0,0,0,0,ACCEPT,0.0,4.9939,0.0518
2024-10-30,L48992129,S1175,5000,30,0,0,0,0,ACCEPT,0.0,5.0055,0.0498
2024-10-30,L04203631,S1175,962,16,0,0,0,0,ACCEPT,0.0,4.9463,0.0267
2024-10-30,L65379893,S5002,966,20,0,0,0,0,ACCEPT,0.0,4.9116,0.0489
2024-10-30,L66598212,S3320,1508,12,0,0,0,0,ACCEPT,0.0,4.9582,0.0241
2024-10-30,L20289151,S2713,3328,20,0,0,0,0,ACCEPT,0.0,4.9627,0.0486
2024-10-30,L25424272,S1175,1223,12,0,0,0,0,ACCEPT,0.0,5.0633,0.0373
2024-10-30,L32036937,S1175,1408,14,0,0,0,0,ACCEPT,0.0,5.11,0.0415
2024-10-30,L85198766,S3320,1913,16,0,0,0,0,ACCEPT,0.0,4.9734,0.0323
2024-10-30,L48542726,S1175,473,12,0,0,0,0,ACCEPT,0.0,4.984,0.0224
2024-10-30,L08883503,S2713,1058,16,0,0,0,0,ACCEPT,0.0,4.9652,0.0378
2024-10-30,L54396277,S2713,783,12,0,0,0,0,ACCEPT,0.0,4.9606,0.041
2024-10-30,L73569944,S4428,777,12,0,0,0,0,ACCEPT,0.0,5.0611,0.0363
2024-10-30,L56470574,S4428,3340,20,0,0,0,0,ACCEPT,0.0,4.987,0.0463
2024-10-30,L60099341,S1175,1518,16,0,0,0,0,ACCEPT,0.0,4.9558,0.0313
2024-10-30,L95517745,S2713,1513,12,0,0,0,0,ACCEPT,0.0,4.9757,0.0444
2024-10-30,L41420894,S1175,2374,16,0,0,0,0,ACCEPT,0.0,4.9937,0.048
2024-10-30,L34372398,S4428,1189,14,0,0,0,0,ACCEPT,0.0,4.9421,0.0199
2024-10-30,L15835883,S4428,200,8,0,0,0,0,ACCEPT,0.0,4.9713,0.0441
2024-10-30,L18462036,S2713,759,8,0,0,0,0,ACCEPT,0.0,5.0878,0.024
2024-10-30,L75763034,S2713,5000,25,0,0,0,0,ACCEPT,0.0,4.8944,0.0178
2024-10-30,L33115756,S2713,1020,16,0,0,0,0,ACCEPT,0.0,4.9788,0.0419
2024-10-30,L49633980,S1175,1281,14,0,0,0,0,ACCEPT,0.0,5.0036,0.0591
2024-10-30,L47728902,S6577,924,12,0,0,0,0,ACCEPT,0.0,4.9901,0.0545
2024-10-30,L59965844,S2713,1475,12,0,0,0,0,ACCEPT,0.0,5.0258,0.0165
2024-10-30,L98619855,S1175,2481,18,0,0,0,0,ACCEPT,0.0,4.9837,0.0315
2024-10-30,L78830172,S4428,1163,12,0,0,0,0,ACCEPT,0.0,5.0145,0.0096
2024-10-30,L76244146,S2713,1003,12,0,0,0,0,ACCEPT,0.0,4.9667,0.0468
2024-10-30,L53105271,S6577,1965,20,0,0,0,0,ACCEPT,0.0,4.9537,0.0354
2024-10-30,L81937519,S1175,1625,16,0,0,0,0,ACCEPT,0.0,5.0049,0.0268
2024-10-30,L17362230,S5002,283,8,0,0,0,0,ACCEPT,0.0,5.0516,0.0366
2024-10-30,L26297917,S2713,1463,16,0,0,0,0,ACCEPT,0.0,4.9688,0.0318
2024-10-30,L61232215,S1175,3773,25,0,0,0,0,ACCEPT,0.0,4.991,0.0603
2024-10-30,L37680537,S4428,480,8,0,0,0,0,ACCEPT,0.0,4.996,0.0201
2024-10-30,L73401438,S1175,1417,20,0,0,0,0,ACCEPT,0.0,5.0297,0.0467
2024-10-30,L65152136,S6577,210,8,0,0,0,0,ACCEPT,0.0,5.0381,0.0437
2024-10-30,L20188921,S7142,4401,35,0,0,0,0,ACCEPT,0.0,4.9802,0.0571
2024-10-30,L26928350,S3320,411,8,0,0,0,0,ACCEPT,0.0,4.996,0.0296
2024-10-30,L64295693,S2713,503,8,0,0,0,0,ACCEPT,0.0,5.0054,0.0288
2024-10-30,L42825097,S3320,522,8,0,0,0,0,ACCEPT,0.0,5.0178,0.0336
2024-10-30,L28341491,S4428,1587,16,0,0,0,0,ACCEPT,0.0,5.0464,0.0374
2024-10-30,L47157028,S7142,200,8,1,0,1,0,REJECT,5000.0,5.009,0.0342
2024-10-30,L09595225,S4428,5000,25,0,0,0,0,ACCEPT,0.0,5.0356,0.0209
2024-10-30,L67645835,S5002,200,8,0,0,0,0,ACCEPT,0.0,5.0512,0.0364
2024-10-30,L95184519,S7142,440,10,0,0,0,0,ACCEPT,0.0,5.0537,0.0336
2024-10-30,L79368211,S3320,575,8,0,0,0,0,ACCEPT,0.0,5.0477,0.0328
2024-10-30,L45742030,S2713,200,8,0,0,0,0,ACCEPT,0.0,5.0309,0.0266
2024-10-30,L81859393,S4428,1266,16,1,0,0,1,REJECT,789.89,5.0588,0.0294
2024-10-30,L17199324,S2713,1178,12,0,0,0,0,ACCEPT,0.0,4.943,0.0343
2024-10-30,L39644510,S2713,1351,14,0,0,0,0,ACCEPT,0.0,5.0043,0.0294
2024-10-30,L69483605,S2713,1931,14,0,0,0,0,ACCEPT,0.0,5.0138,0.0394
2024-10-30,L45565503,S7142,5000,40,0,0,0,0,ACCEPT,0.0,5.0578,0.0143
2024-10-30,L50855907,S2713,212,8,0,0,0,0,ACCEPT,0.0,5.0066,0.0334
2024-10-30,L09228113,S4428,402,8,0,0,0,0,ACCEPT,0.0,5.0074,0.0679
2024-10-30,L70630930,S1175,856,12,0,0,0,0,ACCEPT,0.0,5.0235,0.0273
2024-10-30,L94079069,S5002,1129,20,1,1,0,0,REJECT,885.74,5.0455,0.0305
2024-10-30,L90744710,S2713,5000,25,0,0,0,0,ACCEPT,0.0,5.0281,0.025
2024-10-30,L84343274,S6577,1287,14,0,0,0,0,ACCEPT,0.0,4.9368,0.0255
2024-10-30,L69350040,S2713,1455,12,0,0,0,0,ACCEPT,0.0,4.8964,0.0257
2024-10-30,L27759078,S4428,2962,20,0,0,0,0,ACCEPT,0.0,5.0429,0.0405
2024-10-30,L64879980,S4428,1685,16,0,0,0,0,ACCEPT,0.0,4.9608,0.0369
2024-10-30,L85427247,S1175,2330,20,0,0,0,0,ACCEPT,0.0,5.0462,0.0488
2024-10-30,L64399208,S4428,675,8,0,0,0,0,ACCEPT,0.0,4.9949,0.0494
2024-10-30,L44860004,S1175,2732,20,0,0,0,0,ACCEPT,0.0,4.9951,0.0257
2024-10-30,L75555433,S2713,341,8,0,0,0,0,ACCEPT,0.0,4.9762,0.0442
2024-10-30,L42103103,S5002,3165,30,0,0,0,0,ACCEPT,0.0,4.9901,0.0354
2024-10-30,L63206078,S5002,562,12,0,0,0,0,ACCEPT,0.0,4.9708,0.0311
2024-10-30,L56787442,S6577,1286,16,0,0,0,0,ACCEPT,0.0,5.0268,0.0501
2024-10-30,L67136566,S1175,505,8,0,0,0,0,ACCEPT,0.0,5.0262,0.0277
2024-10-30,L03812773,S1175,3212,20,0,0,0,0,ACCEPT,0.0,5.0446,0.0357
2024-10-30,L92153385,S7142,1890,25,1,0,0,1,REJECT,529.1,4.9791,0.0239
2024-10-30,L79697492,S3320,520,8,0,0,0,0,ACCEPT,0.0,4.958,0.0171
2024-10-30,L63128154,S2713,500,8,0,0,0,0,ACCEPT,0.0,5.0214,0.051
2024-10-30,L61242681,S5002,657,10,0,0,0,0,ACCEPT,0.0,5.0151,0.0439
2024-10-30,L61102040,S2713,5000,30,0,0,0,0,ACCEPT,0.0,5.0208,0.0504
2024-10-30,L41361110,S4428,1447,20,0,0,0,0,ACCEPT,0.0,4.9778,0.0219
2024-10-30,L41279520,S2713,1093,12,0,0,0,0,ACCEPT,0.0,5.0216,0.0143
2024-10-30,L18688964,S2713,1618,20,1,0,0,1,REJECT,618.05,5.0058,0.0416
2024-10-30,L29784130,S3320,1198,12,0,0,0,0,ACCEPT,0.0,5.0326,0.0493
2024-10-30,L12774157,S6577,4678,25,0,0,0,0,ACCEPT,0.0,4.9713,0.0285
2024-10-30,L33588706,S4428,2698,20,0,0,0,0,ACCEPT,0.0,4.936,0.0438
2024-10-30,L16834160,S3320,388,8,0,0,0,0,ACCEPT,0.0,4.9832,0.0262
2024-10-30,L47754802,S2713,5000,30,1,0,0,1,REJECT,200.0,4.9963,0.018
2024-10-30,L96906312,S2713,824,10,0,0,0,0,ACCEPT,0.0,4.8835,0.0499
2024-10-30,L58871390,S7142,1388,20,0,0,0,0,ACCEPT,0.0,5.0967,0.04
2024-10-30,L38194316,S1175,539,10,0,0,0,0,ACCEPT,0.0,4.9902,0.0297
2024-10-30,L21507073,S4428,957,8,0,0,0,0,ACCEPT,0.0,4.9378,0.0557
2024-10-30,L27639926,S1175,1656,12,0,0,0,0,ACCEPT,0.0,4.9474,0.0607
2024-10-30,L68520663,S4428,2031,16,1,0,0,1,REJECT,492.37,5.0106,0.0481
2024-10-30,L47577245,S1175,640,12,0,0,0,0,ACCEPT,0.0,5.0146,0.0516
2024-10-30,L32042636,S3320,1634,12,0,0,0,0,ACCEPT,0.0,4.95,0.0525
2024-10-30,L97809540,S5002,1566,20,0,0,0,0,ACCEPT,0.0,5.0235,0.0306
2024-10-30,L15394053,S4428,608,8,0,0,0,0,ACCEPT,0.0,4.9694,0.0367
2024-10-30,L70897790,S1175,292,8,0,0,0,0,ACCEPT,0.0,5.053,0.0403
2024-10-30,L11276873,S6577,825,12,0,0,0,0,ACCEPT,0.0,4.9818,0.0217
2024-10-30,L43310751,S3320,708,10,0,0,0,0,ACCEPT,0.0,4.9646,0.0371
2024-10-30,L53631773,S2713,646,12,0,0,0,0,ACCEPT,0.0,4.9667,0.0323
2024-10-31,L18620510,S1175,3928,25,0,0,0,0,ACCEPT,0.0,4.968,0.0476
2024-10-31,L30811158,S1175,2965,20,0,0,0,0,ACCEPT,0.0,5.086,0.0125
2024-10-31,L67131297,S2713,1026,16,0,0,0,0,ACCEPT,0.0,4.9408,0.0396
2024-10-31,L07664025,S1175,447,8,0,0,0,0,ACCEPT,0.0,4.9595,0.0353
2024-10-31,L08908031,S5002,1208,16,0,0,0,0,ACCEPT,0.0,5.0567,0.0433
2024-10-31,L92149829,S1175,648,12,0,0,0,0,ACCEPT,0.0,5.0386,0.0401
2024-10-31,L17615311,S3320,2326,14,0,0,0,0,ACCEPT,0.0,5.0447,0.026
2024-10-31,L27511640,S1175,4446,25,0,0,0,0,ACCEPT,0.0,5.0065,0.0491
2024-10-31,L52881914,S4428,1316,16,1,0,0,1,REJECT,759.88,5.05,0.0098
2024-10-31,L91644062,S2713,1816,14,1,0,0,1,REJECT,550.66,5.0586,0.0377
2024-10-31,L86217441,S6577,1248,16,1,0,0,1,REJECT,801.28,4.9629,0.0453
2024-10-31,L69636580,S2713,1661,16,0,0,0,0,ACCEPT,0.0,4.9687,0.0507
2024-10-31,L82838447,S3320,1099,8,0,0,0,0,ACCEPT,0.0,5.0058,0.0468
2024-10-31,L64913533,S4428,2663,20,0,0,0,0,ACCEPT,0.0,4.9602,0.0381
2024-10-31,L02147990,S1175,200,8,0,0,0,0,ACCEPT,0.0,4.9405,0.0022
