date,line_id,build_id,units_built,first_pass_yield,rework_units,scrap_units,oqa_defects,oqa_pass_rate,field_return_rate_est,shift
2024-09-15,CORK-L3,B039432,1339,0.9753,20,13,6,0.971,0.0028,A
2024-09-16,CORK-L1,B039432,4862,0.9728,101,31,21,0.9672,0.00193,A
2024-09-16,CORK-L3,B039432,2971,0.9762,54,17,11,0.9767,0.00114,A
2024-09-17,CORK-L1,B039432,2237,0.968,48,23,26,0.9737,0.00086,B
2024-09-17,CORK-L3,B039432,3186,0.9742,65,17,18,0.9745,0.00271,A
2024-09-18,CORK-L1,B039432,4007,0.9713,88,27,46,0.9682,0.00172,A
2024-09-18,CORK-L3,B039432,3927,0.9704,71,45,38,0.9672,0.00086,B
2024-09-19,CORK-L1,B039432,4270,0.9694,81,50,46,0.9721,0.00238,B
2024-09-19,CORK-L3,B039432,3060,0.9697,58,35,31,0.9631,0.00037,B
2024-09-11,CORK-L2,B581770,3683,0.9722,70,33,32,0.9662,0.00047,A
2024-09-12,CORK-L2,B581770,3521,0.9707,66,37,35,0.9681,9e-05,A
2024-09-13,CORK-L2,B581770,1213,0.9727,21,12,7,0.9747,0.00074,A
2024-09-14,CORK-L2,B581770,1432,0.9728,29,10,11,0.9717,0.00104,A
2024-09-15,CORK-L2,B581770,691,0.9695,15,6,3,0.9622,0.00207,B
2024-09-16,CORK-L2,B581770,3304,0.9698,72,28,41,0.9624,0.00075,B
2024-09-17,CORK-L2,B581770,8200,0.9733,163,56,46,0.9719,0.00013,A
2024-09-18,CORK-L2,B581770,6472,0.9667,170,45,53,0.9729,0.00014,B
2024-09-19,CORK-L2,B581770,4608,0.9663,115,40,32,0.9602,0.00182,B
2024-09-18,CORK-L3,B384428,2237,0.974,44,14,18,0.9713,0.00281,A
2024-09-18,CORK-L2,B384428,2595,0.9712,49,26,31,0.971,0.00114,A
2024-09-19,CORK-L3,B384428,3611,0.9759,68,19,24,0.9765,0.00196,A
2024-09-19,CORK-L2,B384428,3515,0.9656,88,33,47,0.9721,0.0026,B
2024-09-20,CORK-L3,B384428,1476,0.9747,30,7,16,0.9794,0.00125,A
2024-09-20,CORK-L2,B384428,1191,0.9675,25,14,11,0.9657,0.00044,B
2024-09-21,CORK-L3,B384428,1118,0.9732,19,11,10,0.9839,0.00207,A
2024-09-21,CORK-L2,B384428,811,0.9657,17,11,10,0.9567,0.00264,B
2024-09-22,CORK-L3,B384428,635,0.9739,10,7,3,0.9723,0.00101,A
2024-09-22,CORK-L2,B384428,553,0.9698,13,4,4,0.9613,0.0016,A
2024-09-23,CORK-L3,B384428,1159,0.9738,19,11,8,0.9876,0.00159,A
2024-09-23,CORK-L2,B384428,1086,0.97,26,7,7,0.9641,0.00141,A
2024-09-24,CORK-L3,B384428,2331,0.9715,50,16,16,0.9782,0.00063,A
2024-09-24,CORK-L2,B384428,2343,0.9681,60,15,30,0.9713,0.00171,A
2024-09-25,CORK-L3,B384428,3099,0.9674,65,36,41,0.9697,0.00223,B
2024-09-25,CORK-L2,B384428,3275,0.9637,76,43,18,0.9646,0.00296,B
2024-09-26,CORK-L3,B384428,1656,0.9725,33,13,13,0.9761,0.00051,A
2024-09-26,CORK-L2,B384428,1756,0.9632,45,20,20,0.9657,0.00151,B
2024-09-27,CORK-L3,B384428,3729,0.9718,74,31,42,0.9654,0.00186,A
2024-09-27,CORK-L2,B384428,3192,0.9692,75,23,14,0.962,0.00194,A
2024-09-28,CORK-L3,B384428,760,0.9721,12,9,9,0.9584,0.00042,A
2024-09-28,CORK-L2,B384428,691,0.9648,18,6,9,0.9569,0.00139,B
2024-09-20,CORK-L3,B749698,3179,0.971,63,29,16,0.964,0.00056,A
2024-09-21,CORK-L3,B749698,1709,0.9646,39,21,10,0.97,0.00266,B
2024-09-22,CORK-L3,B749698,1710,0.9661,36,22,13,0.9621,0.0001,B
2024-09-23,CORK-L3,B749698,6224,0.971,139,42,55,0.9673,0.00163,A
2024-09-24,CORK-L3,B749698,8200,0.9702,175,70,87,0.9688,0.00256,A
2024-09-25,CORK-L3,B749698,6211,0.9681,122,76,52,0.9712,0.0004,A
2024-09-26,CORK-L3,B749698,7796,0.9685,169,77,53,0.9669,0.00145,A
2024-09-27,CORK-L3,B749698,3577,0.9692,82,28,37,0.9657,0.00247,A
2024-09-28,CORK-L3,B749698,1687,0.9731,32,13,11,0.9736,0.001,A
2024-09-29,CORK-L3,B749698,1300,0.9685,33,8,15,0.969,0.0022,B
2024-09-30,CORK-L3,B749698,5213,0.9737,96,41,21,0.9832,0.00214,A
2024-09-17,CORK-L2,B417379,708,0.9723,13,7,4,0.979,0.00051,A
2024-09-17,CORK-L3,B417379,675,0.9755,13,4,5,0.9811,0.00194,A
2024-09-18,CORK-L2,B417379,3536,0.9734,68,26,32,0.9712,0.00136,A
2024-09-18,CORK-L3,B417379,4157,0.9767,76,21,28,0.9763,0.0006,A
2024-09-19,CORK-L2,B417379,2452,0.9726,44,23,18,0.9687,0.00044,A
2024-09-19,CORK-L3,B417379,2631,0.9762,48,15,14,0.965,0.0,A
2024-09-20,CORK-L2,B417379,838,0.9717,14,10,4,0.9669,0.00302,A
2024-09-20,CORK-L3,B417379,1229,0.9708,23,13,13,0.974,0.00224,B
2024-09-21,CORK-L2,B417379,801,0.9651,21,7,9,0.968,0.00192,B
2024-09-21,CORK-L3,B417379,1193,0.9731,20,12,7,0.9656,0.00194,B
2024-09-22,CORK-L2,B417379,810,0.966,21,7,9,0.9573,0.00272,B
2024-09-22,CORK-L3,B417379,686,0.9758,12,5,7,0.9757,0.00077,A
2024-09-23,CORK-L2,B417379,4019,0.9689,77,48,43,0.9678,0.00194,B
2024-09-23,CORK-L3,B417379,2825,0.9759,52,16,19,0.9761,0.00036,A
2024-09-24,CORK-L2,B417379,4617,0.973,94,31,31,0.9601,0.00058,A
2024-09-24,CORK-L3,B417379,5096,0.9752,79,47,49,0.9799,0.0,A
2024-09-25,CORK-L2,B417379,2973,0.9665,73,27,23,0.9685,0.00282,B
2024-09-25,CORK-L3,B417379,3904,0.9697,88,30,42,0.9597,0.00095,B
2024-09-26,CORK-L2,B417379,912,0.9748,16,7,7,0.9794,0.00258,A
2024-09-26,CORK-L3,B417379,1605,0.9748,24,16,12,0.9736,0.00071,A
2024-09-27,CORK-L2,B417379,3548,0.9678,77,37,25,0.9628,0.00135,B
2024-09-27,CORK-L3,B417379,2225,0.9756,39,15,12,0.9673,0.00186,A
2024-09-28,CORK-L2,B417379,197,0.974,3,2,1,0.9713,0.00172,A
2024-09-28,CORK-L3,B417379,124,0.9741,2,1,1,0.9727,0.00144,A
2024-09-17,CORK-L1,B024521,3076,0.972,60,26,12,0.9734,0.0005,A
2024-09-17,CORK-L3,B024521,2416,0.9681,59,18,29,0.9717,0.00212,B
2024-09-18,CORK-L1,B024521,951,0.973,18,8,5,0.9735,0.00261,A
2024-09-18,CORK-L3,B024521,1073,0.9682,22,12,12,0.9733,0.00055,B
2024-09-19,CORK-L1,B024521,3773,0.9739,60,38,36,0.9639,0.00191,A
2024-09-19,CORK-L3,B024521,3694,0.9692,73,41,42,0.963,0.00123,B
2024-09-20,CORK-L1,B024521,3612,0.9753,63,26,13,0.9742,0.00181,A
2024-09-20,CORK-L3,B024521,4621,0.9751,68,47,26,0.9708,0.00048,A
2024-09-21,CORK-L1,B024521,333,0.9716,7,2,3,0.9607,0.00183,B
2024-09-21,CORK-L3,B024521,276,0.9748,5,2,3,0.984,0.00152,A
2024-09-22,CORK-L1,B024521,149,0.9699,3,1,1,0.9565,0.00138,B
2024-09-22,CORK-L3,B024521,191,0.9742,3,2,2,0.9702,0.00176,A
2024-09-23,CORK-L1,B024521,2348,0.9725,43,22,27,0.9789,0.00154,A
2024-09-23,CORK-L3,B024521,3513,0.9745,60,30,28,0.9704,0.00102,A
2024-09-24,CORK-L1,B024521,3155,0.971,69,22,17,0.9725,0.00207,A
2024-09-24,CORK-L3,B024521,4689,0.9747,70,48,35,0.9816,0.00078,A
2024-09-20,CORK-L1,B540046,454,0.9713,8,5,4,0.9695,0.00155,A
2024-09-20,CORK-L2,B540046,382,0.9672,9,4,5,0.9718,0.00192,B
2024-09-21,CORK-L1,B540046,998,0.967,25,8,10,0.9624,0.00084,B
2024-09-21,CORK-L2,B540046,726,0.9716,15,6,7,0.9736,0.00172,A
2024-09-22,CORK-L1,B540046,542,0.972,12,3,6,0.968,0.00114,A
2024-09-22,CORK-L2,B540046,567,0.9666,13,6,4,0.9614,0.00074,B
2024-09-23,CORK-L1,B540046,1642,0.9641,43,16,22,0.9697,0.00138,B
2024-09-23,CORK-L2,B540046,1195,0.9665,32,8,15,0.9678,0.00107,B
2024-09-24,CORK-L1,B540046,3568,0.9653,93,31,41,0.9603,0.00085,B
2024-09-24,CORK-L2,B540046,3085,0.9729,64,19,30,0.9695,0.0017,A
2024-09-25,CORK-L1,B540046,1888,0.966,39,25,23,0.9782,0.00069,B
2024-09-25,CORK-L2,B540046,1389,0.9677,33,12,10,0.9598,0.0022,B
2024-09-26,CORK-L1,B540046,617,0.971,11,7,6,0.9617,0.00069,A
2024-09-26,CORK-L2,B540046,531,0.9706,10,6,6,0.9692,0.00138,A
2024-09-27,CORK-L1,B540046,610,0.969,13,6,5,0.9606,0.00127,B
2024-09-27,CORK-L2,B540046,664,0.9722,13,5,5,0.979,0.00075,A
2024-09-28,CORK-L1,B540046,232,0.9745,5,1,2,0.9758,0.00242,A
2024-09-28,CORK-L2,B540046,244,0.9702,4,3,3,0.9723,0.00328,A
2024-09-29,CORK-L1,B540046,235,0.9686,4,3,1,0.9764,0.00083,B
2024-09-29,CORK-L2,B540046,199,0.9713,4,2,1,0.9724,4e-05,A
2024-09-30,CORK-L1,B540046,1392,0.9737,23,14,6,0.9736,0.00199,A
2024-09-30,CORK-L2,B540046,1893,0.9721,34,19,11,0.9723,0.00182,A
2024-10-01,CORK-L1,B540046,1725,0.971,36,14,20,0.9755,0.00124,A
2024-10-01,CORK-L2,B540046,1658,0.9664,36,20,10,0.9702,0.00134,B
2024-10-03,CORK-L1,B540046,2790,0.9661,62,33,36,0.9575,0.00165,B
2024-10-03,CORK-L2,B540046,2755,0.9666,71,21,31,0.9709,0.00024,B
2024-10-04,CORK-L1,B540046,489,0.9649,12,5,5,0.9652,0.0021,B
2024-10-04,CORK-L2,B540046,489,0.9669,11,5,6,0.9578,0.00086,B
2024-09-16,CORK-L2,B355301,3112,0.9674,62,39,37,0.9644,0.00096,B
2024-09-17,CORK-L2,B355301,5612,0.9688,113,62,30,0.9763,0.00165,B
2024-09-18,CORK-L2,B355301,2526,0.9727,54,15,23,0.9813,0.0013,A
2024-09-19,CORK-L2,B355301,4769,0.9683,93,58,52,0.9819,0.00114,B
2024-09-20,CORK-L2,B355301,6172,0.9727,117,51,69,0.9657,0.0,A
2024-09-21,CORK-L2,B355301,1471,0.9683,33,14,11,0.9617,0.00098,B
2024-09-22,CORK-L2,B355301,3199,0.9688,66,34,23,0.9673,0.00306,B
2024-09-23,CORK-L2,B355301,5448,0.9732,117,29,51,0.9746,0.00103,A
2024-09-24,CORK-L2,B355301,8200,0.9733,157,62,75,0.9782,0.00167,A
2024-09-25,CORK-L1,B715706,502,0.966,10,7,5,0.9639,0.00134,B
2024-09-25,CORK-L3,B715706,305,0.9695,6,3,3,0.9818,0.0019,B
2024-09-26,CORK-L1,B715706,1566,0.9672,31,20,17,0.9694,0.00201,B
2024-09-26,CORK-L3,B715706,1041,0.9741,16,11,8,0.9753,0.00207,A
2024-09-27,CORK-L1,B715706,2154,0.9693,44,22,27,0.9646,0.00179,B
2024-09-27,CORK-L3,B715706,3063,0.9739,47,33,33,0.9708,0.00085,A
2024-09-28,CORK-L1,B715706,476,0.9748,9,3,3,0.9799,0.00024,A
2024-09-28,CORK-L3,B715706,404,0.9739,7,4,4,0.9735,0.00173,A
2024-09-29,CORK-L1,B715706,192,0.976,3,2,2,0.9796,0.00016,A
2024-09-29,CORK-L3,B715706,229,0.9685,5,2,2,0.9658,0.00236,B
2024-09-30,CORK-L1,B715706,702,0.971,13,7,5,0.9757,0.00211,B
2024-09-30,CORK-L3,B715706,685,0.9669,17,6,5,0.9741,0.00199,B
2024-10-01,CORK-L1,B715706,1507,0.9744,24,15,11,0.9713,0.00081,A
2024-10-01,CORK-L3,B715706,1650,0.9694,31,19,10,0.9791,0.00038,A
2024-10-03,CORK-L1,B715706,2687,0.9701,49,31,20,0.9783,0.00239,B
2024-10-03,CORK-L3,B715706,2572,0.9706,59,17,20,0.9655,0.00096,A
2024-10-04,CORK-L1,B715706,1154,0.9685,21,15,15,0.9658,0.00198,B
2024-10-04,CORK-L3,B715706,854,0.9703,19,6,10,0.9644,0.00151,A
2024-10-05,CORK-L1,B715706,948,0.9685,20,10,10,0.9707,0.00166,B
2024-10-05,CORK-L3,B715706,898,0.9647,22,10,13,0.9599,0.00223,B
2024-10-06,CORK-L1,B715706,828,0.973,14,8,7,0.983,0.00024,A
2024-10-06,CORK-L3,B715706,935,0.9724,16,10,8,0.9779,0.0,A
2024-10-07,CORK-L1,B715706,2476,0.9717,48,22,23,0.9759,0.00195,A
2024-10-07,CORK-L3,B715706,2475,0.9709,49,23,18,0.9704,0.00167,A
2024-10-08,CORK-L1,B715706,2253,0.9718,41,23,22,0.974,0.00159,A
2024-10-08,CORK-L3,B715706,3402,0.9645,78,43,49,0.9543,0.00142,B
2024-10-09,CORK-L1,B715706,2120,0.9656,44,29,17,0.9696,0.00042,B
2024-10-09,CORK-L3,B715706,1849,0.9653,41,23,9,0.9569,0.00165,B
2024-09-24,CORK-L3,B825391,2677,0.9682,56,29,30,0.9748,0.0,A
2024-09-24,CORK-L2,B825391,1825,0.9731,31,18,14,0.9674,0.00122,A
2024-09-25,CORK-L3,B825391,927,0.9644,21,12,11,0.9585,0.002,B
2024-09-25,CORK-L2,B825391,817,0.9735,17,5,4,0.9603,0.00187,A
2024-09-26,CORK-L3,B825391,3792,0.9657,83,47,30,0.9656,0.00258,B
2024-09-26,CORK-L2,B825391,4032,0.9739,77,28,29,0.9661,0.0018,A
2024-09-27,CORK-L3,B825391,2063,0.9694,37,26,22,0.9631,0.0023,A
2024-09-27,CORK-L2,B825391,2098,0.9743,41,13,15,0.9674,0.00084,A
2024-09-28,CORK-L3,B825391,1763,0.9721,31,18,10,0.9787,0.00118,A
2024-09-28,CORK-L2,B825391,1719,0.9697,35,17,12,0.9675,0.0,B
2024-09-29,CORK-L3,B825391,1092,0.9665,23,14,12,0.957,0.0004,B
2024-09-29,CORK-L2,B825391,1525,0.9759,23,14,10,0.9796,0.00196,A
2024-09-30,CORK-L3,B825391,4632,0.9674,119,32,53,0.9593,0.00286,B
2024-09-30,CORK-L2,B825391,3323,0.9711,66,30,19,0.98,0.00176,B
2024-10-01,CORK-L3,B825391,3802,0.9702,67,46,29,0.9812,0.00109,A
2024-10-01,CORK-L2,B825391,4616,0.9713,92,41,34,0.9697,0.00088,B
2024-10-03,CORK-L3,B825391,4479,0.9662,100,52,33,0.9616,0.00258,B
2024-10-03,CORK-L2,B825391,2738,0.9696,62,21,14,0.9685,0.00126,B
2024-10-04,CORK-L3,B825391,3242,0.9656,72,39,46,0.9732,0.00209,B
2024-10-04,CORK-L2,B825391,2978,0.9728,60,21,15,0.9753,0.00175,A
2024-10-05,CORK-L3,B825391,1077,0.9677,21,14,14,0.9553,0.00031,B
2024-10-05,CORK-L2,B825391,846,0.9714,17,7,8,0.9704,0.00113,A
2024-10-06,CORK-L3,B825391,506,0.9659,11,6,7,0.9789,0.00232,B
2024-10-06,CORK-L2,B825391,831,0.9708,19,5,6,0.9657,0.00185,A
2024-10-07,CORK-L3,B825391,3324,0.9712,65,31,38,0.9826,0.00247,A
2024-10-07,CORK-L2,B825391,2950,0.9698,57,32,28,0.9681,0.00182,A
2024-09-23,CORK-L1,B845627,2157,0.9668,57,15,10,0.9626,0.00215,B
2024-09-24,CORK-L1,B845627,7285,0.9649,184,72,48,0.9732,0.00127,B
2024-09-25,CORK-L1,B845627,6781,0.9666,139,87,87,0.9671,0.00291,B
2024-09-26,CORK-L1,B845627,6961,0.9649,189,55,44,0.9647,0.00222,B
2024-09-27,CORK-L1,B845627,5818,0.9698,140,36,65,0.975,0.00267,A
2024-09-28,CORK-L1,B845627,466,0.9705,9,5,3,0.9669,0.00265,A
2024-09-29,CORK-L1,B845627,879,0.9718,16,9,8,0.9693,0.00221,A
2024-09-30,CORK-L1,B845627,5991,0.9705,122,55,71,0.9658,5e-05,A
2024-10-01,CORK-L1,B845627,8200,0.9653,179,106,47,0.9623,0.00058,B
2024-10-03,CORK-L1,B845627,4387,0.9676,103,39,51,0.9599,0.001,B
2024-10-04,CORK-L1,B845627,4179,0.9706,86,37,24,0.971,0.00278,A
2024-10-05,CORK-L1,B845627,2127,0.9655,42,31,13,0.9628,0.00194,B
2024-10-06,CORK-L1,B845627,1597,0.9657,36,19,10,0.9639,0.00061,B
2024-09-24,CORK-L1,B576831,7766,0.9651,188,83,56,0.9583,0.00056,B
2024-09-25,CORK-L1,B576831,4178,0.9637,116,36,46,0.963,0.00187,B
2024-09-26,CORK-L1,B576831,3082,0.9654,69,37,32,0.9632,0.0008,B
2024-09-27,CORK-L2,B732475,3814,0.9732,74,28,42,0.9748,0.00177,A
2024-09-27,CORK-L1,B732475,2449,0.9704,55,17,21,0.9764,0.00109,A
2024-09-28,CORK-L2,B732475,1512,0.9693,33,13,15,0.9724,0.00058,B
2024-09-28,CORK-L1,B732475,1195,0.9694,23,14,6,0.9772,0.00191,A
2024-09-29,CORK-L2,B732475,423,0.9688,8,5,3,0.9702,0.00129,B
2024-09-29,CORK-L1,B732475,610,0.973,13,3,4,0.9712,0.00088,A
2024-09-30,CORK-L2,B732475,2290,0.9699,41,28,18,0.9679,0.00095,B
2024-09-30,CORK-L1,B732475,1534,0.9719,30,13,17,0.9648,0.00195,A
2024-10-01,CORK-L2,B732475,1857,0.9758,32,13,16,0.9789,0.00176,A
2024-10-01,CORK-L1,B732475,2248,0.9749,37,20,9,0.9719,0.00165,A
2024-10-03,CORK-L2,B732475,3477,0.9683,72,38,23,0.9738,0.00158,B
2024-10-03,CORK-L1,B732475,2724,0.9668,71,19,29,0.9611,0.00054,B
2024-10-04,CORK-L2,B732475,3221,0.9677,67,37,35,0.9681,0.00203,B
2024-10-04,CORK-L1,B732475,2513,0.9719,48,23,11,0.9602,0.00262,A
2024-10-03,CORK-L2,B449891,267,0.967,6,3,2,0.9687,0.00278,B
2024-10-03,CORK-L3,B449891,323,0.9693,8,2,2,0.9698,0.00271,B
2024-10-04,CORK-L2,B449891,3092,0.9732,61,22,25,0.9673,0.00164,A
2024-10-04,CORK-L3,B449891,3529,0.972,78,21,26,0.9836,0.00165,A
2024-10-05,CORK-L2,B449891,1948,0.9685,36,25,15,0.9631,0.00165,B
2024-10-05,CORK-L3,B449891,1407,0.9721,25,14,10,0.9823,0.00254,A
2024-10-06,CORK-L2,B449891,299,0.973,6,2,3,0.9722,0.00149,A
2024-10-06,CORK-L3,B449891,191,0.972,4,1,1,0.9624,0.00154,A
2024-10-07,CORK-L2,B449891,2617,0.9735,42,27,11,0.9856,0.0021,A
2024-10-07,CORK-L3,B449891,3818,0.9722,62,44,38,0.9759,0.00308,A
2024-10-08,CORK-L2,B449891,2989,0.9754,51,22,28,0.9701,0.00201,A
2024-10-08,CORK-L3,B449891,2595,0.9713,45,30,15,0.9669,0.00163,A
2024-10-09,CORK-L2,B449891,1668,0.9763,26,14,12,0.9803,0.00145,A
2024-10-09,CORK-L3,B449891,1768,0.97,33,20,21,0.9716,0.0024,A
2024-10-10,CORK-L2,B449891,623,0.9715,12,6,6,0.9627,0.00036,B
2024-10-10,CORK-L3,B449891,467,0.9645,13,4,4,0.9648,0.00157,B
2024-10-11,CORK-L2,B449891,2412,0.9737,45,18,10,0.9659,0.00114,A
2024-10-11,CORK-L3,B449891,2407,0.9709,52,18,13,0.9715,0.00301,A
2024-10-12,CORK-L2,B449891,757,0.9726,15,6,6,0.9685,0.00155,A
2024-10-12,CORK-L3,B449891,875,0.9699,19,7,11,0.9686,0.00271,A
2024-10-13,CORK-L2,B449891,972,0.9671,19,13,8,0.9643,0.00232,B
2024-10-13,CORK-L3,B449891,1355,0.9711,30,9,16,0.9773,0.002,A
2024-10-14,CORK-L2,B449891,3600,0.9737,69,26,21,0.9746,0.00247,A
2024-10-14,CORK-L3,B449891,4278,0.9717,93,28,26,0.9763,0.00299,A
2024-10-15,CORK-L2,B449891,1450,0.9757,22,13,6,0.9664,0.00269,A
2024-10-15,CORK-L3,B449891,1112,0.9668,27,10,10,0.9591,0.00216,B
2024-10-16,CORK-L2,B449891,2727,0.9722,58,18,24,0.9731,0.00237,B
2024-10-16,CORK-L3,B449891,3349,0.9725,73,19,14,0.9685,0.00239,A
2024-10-03,CORK-L1,B900105,5465,0.9664,121,63,29,0.969,0.00163,B
2024-10-04,CORK-L1,B900105,6007,0.9706,105,71,63,0.9719,0.00016,A
2024-10-05,CORK-L1,B900105,2226,0.9672,47,26,28,0.967,0.0,B
2024-10-06,CORK-L1,B900105,3289,0.9734,63,25,26,0.9746,0.00171,A
2024-10-01,CORK-L3,B174431,1408,0.9676,29,17,11,0.9583,0.00155,B
2024-10-01,CORK-L2,B174431,1615,0.971,29,18,17,0.968,0.00132,B
2024-10-03,CORK-L3,B174431,4714,0.9702,112,29,46,0.9855,0.00173,A
2024-10-03,CORK-L2,B174431,3604,0.9715,64,39,20,0.9681,0.00121,B
2024-10-04,CORK-L3,B174431,544,0.9722,10,5,4,0.9822,0.00051,A
2024-10-04,CORK-L2,B174431,466,0.9702,10,4,5,0.9668,0.00175,B
2024-10-05,CORK-L3,B174431,177,0.9697,3,2,1,0.9731,0.00204,B
2024-10-05,CORK-L2,B174431,209,0.9748,4,1,2,0.9775,0.00053,A
2024-10-06,CORK-L3,B174431,1750,0.968,41,15,20,0.9745,0.00283,B
2024-10-06,CORK-L2,B174431,1154,0.9754,17,11,11,0.975,0.00078,A
2024-10-07,CORK-L3,B174431,3360,0.9712,74,23,15,0.9702,0.00182,A
2024-10-07,CORK-L2,B174431,2770,0.9741,45,27,15,0.9674,0.00193,A
2024-10-11,CORK-L2,B934804,1291,0.9686,26,14,8,0.9607,0.00193,B
2024-10-11,CORK-L3,B934804,1479,0.9711,25,18,10,0.9698,0.00241,A
2024-10-12,CORK-L2,B934804,1177,0.9717,23,10,13,0.9758,0.00253,A
2024-10-12,CORK-L3,B934804,1954,0.9709,38,19,22,0.9763,0.00165,A
2024-10-13,CORK-L2,B934804,986,0.9719,22,6,6,0.9787,0.00205,A
2024-10-13,CORK-L3,B934804,838,0.9669,19,9,6,0.9597,0.00221,B
2024-10-14,CORK-L2,B934804,2101,0.9657,54,18,13,0.9675,0.00217,B
2024-10-14,CORK-L3,B934804,1965,0.9719,40,15,13,0.9724,0.00159,A
2024-10-15,CORK-L2,B934804,1705,0.9646,46,14,13,0.9664,0.00144,B
2024-10-15,CORK-L3,B934804,2154,0.9685,43,25,16,0.9701,0.00139,B
2024-10-16,CORK-L2,B934804,1706,0.963,47,16,20,0.9576,0.003,B
2024-10-16,CORK-L3,B934804,1325,0.9734,23,12,6,0.979,0.00237,A
2024-10-17,CORK-L2,B934804,3240,0.9701,69,28,33,0.965,0.00119,A
2024-10-17,CORK-L3,B934804,1927,0.9704,37,20,24,0.9723,0.00161,B
2024-10-18,CORK-L2,B934804,2016,0.97,43,17,11,0.9755,0.00173,A
2024-10-18,CORK-L3,B934804,1981,0.9733,33,20,16,0.973,0.00334,A
2024-10-19,CORK-L2,B934804,1391,0.9699,27,15,13,0.9783,0.00219,A
2024-10-19,CORK-L3,B934804,811,0.9719,18,5,4,0.9715,0.00352,A
2024-10-20,CORK-L2,B934804,281,0.9655,7,3,2,0.963,0.00268,B
2024-10-20,CORK-L3,B934804,195,0.9748,3,2,1,0.9786,0.00111,A
2024-10-21,CORK-L2,B934804,1504,0.9733,27,13,13,0.9691,0.00274,A
2024-10-21,CORK-L3,B934804,2105,0.9708,41,20,17,0.9598,0.00139,B
2024-10-22,CORK-L2,B934804,3304,0.969,66,36,33,0.9683,0.00234,B
2024-10-22,CORK-L3,B934804,3411,0.972,55,40,14,0.9769,0.00145,B
2024-10-23,CORK-L2,B934804,3682,0.9708,72,36,34,0.9707,0.00228,B
2024-10-23,CORK-L3,B934804,4459,0.9759,73,34,22,0.9817,0.0013,A
2024-10-24,CORK-L2,B934804,1617,0.9705,34,14,9,0.9695,0.00094,B
2024-10-24,CORK-L3,B934804,2681,0.9704,55,24,24,0.9718,0.00247,B
2024-10-09,CORK-L1,B937835,2681,0.9709,62,16,30,0.9721,0.00064,A
2024-10-09,CORK-L2,B937835,2633,0.9739,53,16,22,0.9654,0.00228,A
2024-10-10,CORK-L1,B937835,2438,0.9667,64,17,16,0.967,0.00071,B
2024-10-10,CORK-L2,B937835,2615,0.9682,61,22,31,0.9694,0.0,B
2024-10-11,CORK-L1,B937835,1182,0.9669,23,16,14,0.9675,0.00106,B
2024-10-11,CORK-L2,B937835,1391,0.973,26,12,13,0.9744,0.00281,A
2024-10-08,CORK-L1,B250777,4969,0.9721,93,46,45,0.9706,0.00057,A
2024-10-08,CORK-L3,B250777,3617,0.9676,91,26,46,0.9617,0.00142,B
2024-10-09,CORK-L1,B250777,3114,0.9682,73,26,28,0.967,0.00222,B
2024-10-09,CORK-L3,B250777,5082,0.9685,111,49,33,0.9754,0.0011,B
2024-10-10,CORK-L1,B250777,2496,0.9686,49,29,32,0.981,0.00101,B
2024-10-10,CORK-L3,B250777,1921,0.9678,42,20,22,0.9667,0.00081,B
2024-10-11,CORK-L1,B250777,784,0.9697,16,8,9,0.9833,0.00167,B
2024-10-11,CORK-L3,B250777,760,0.9711,13,9,6,0.9774,0.00192,A
2024-10-12,CORK-L1,B250777,161,0.9692,4,1,1,0.9777,0.0015,B
2024-10-12,CORK-L3,B250777,137,0.9681,3,1,1,0.9655,0.00302,B
2024-10-13,CORK-L1,B250777,1257,0.9748,20,12,12,0.979,0.00127,A
2024-10-13,CORK-L3,B250777,1122,0.9697,27,7,12,0.9761,0.00085,A
2024-10-14,CORK-L1,B250777,1890,0.9688,47,12,9,0.976,0.00262,B
2024-10-14,CORK-L3,B250777,1624,0.9707,35,13,14,0.9721,0.00213,A
2024-10-15,CORK-L1,B250777,512,0.9723,8,6,3,0.9683,0.00096,A
2024-10-15,CORK-L3,B250777,615,0.9743,10,6,6,0.9717,0.00089,A
2024-10-16,CORK-L1,B250777,2585,0.9665,66,21,27,0.9669,0.00245,B
2024-10-16,CORK-L3,B250777,2041,0.9702,36,25,9,0.9678,0.002,B
2024-10-17,CORK-L1,B250777,2510,0.9704,58,16,12,0.9627,0.00131,A
2024-10-17,CORK-L3,B250777,1961,0.9744,36,14,19,0.9742,0.00023,A
2024-10-09,CORK-L2,B332040,7292,0.9693,157,67,37,0.9695,0.00045,B
2024-10-10,CORK-L2,B332040,4024,0.9724,82,29,31,0.9763,0.00155,A
2024-10-11,CORK-L2,B332040,721,0.9687,15,8,4,0.9612,0.00079,B
2024-10-12,CORK-L2,B332040,883,0.9736,14,9,5,0.9721,0.00142,A
2024-10-16,CORK-L3,B654978,1853,0.9754,27,19,16,0.9771,0.00146,A
2024-10-16,CORK-L2,B654978,2614,0.9738,43,26,12,0.9654,0.0006,A
2024-10-17,CORK-L3,B654978,2320,0.971,44,23,27,0.9662,0.00131,B
2024-10-17,CORK-L2,B654978,1653,0.9737,34,10,7,0.9745,0.00189,A
2024-10-18,CORK-L3,B654978,1769,0.9745,31,14,10,0.9754,0.00113,A
2024-10-18,CORK-L2,B654978,2096,0.9684,46,20,15,0.9716,0.00095,B
